frequency_hz,signal
2.991416309012875557e+09,9.994607195090559060e-01
2.991917024320457935e+09,1.000461895693904424e+00
2.992417739628040314e+09,9.995649370102733799e-01
2.992918454935622215e+09,9.981748753219391590e-01
2.993419170243204594e+09,9.980480806136302618e-01
2.993919885550786972e+09,1.000640856192200667e+00
2.994420600858368874e+09,9.977341242880224392e-01
2.994921316165951252e+09,1.001092407149549945e+00
2.995422031473533630e+09,9.967562889041192697e-01
2.995922746781116009e+09,9.986991188086835614e-01
2.996423462088698387e+09,9.998860395564744818e-01
2.996924177396280289e+09,9.973133164949224971e-01
2.997424892703862667e+09,1.001125692150890423e+00
2.997925608011445045e+09,9.997885064401770272e-01
2.998426323319026947e+09,9.977572200194116947e-01
2.998927038626609325e+09,9.967952496500190884e-01
2.999427753934191704e+09,9.967053869312346714e-01
2.999928469241774082e+09,9.999420591008026937e-01
3.000429184549356461e+09,9.975296473664079233e-01
3.000929899856938362e+09,9.971167601878359044e-01
3.001430615164520741e+09,9.993871791311242925e-01
3.001931330472103119e+09,1.004407647608748899e+00
3.002432045779685020e+09,1.000410650711209826e+00
3.002932761087267399e+09,1.001384242688212467e+00
3.003433476394849777e+09,1.000286591892259436e+00
3.003934191702432156e+09,1.001429788224121653e+00
3.004434907010014534e+09,9.971802369991416004e-01
3.004935622317596436e+09,9.990079055304595945e-01
3.005436337625178814e+09,1.000394073995355848e+00
3.005937052932761192e+09,9.998379119294181772e-01
3.006437768240343571e+09,9.994920654338846910e-01
3.006938483547925472e+09,9.985465415903004294e-01
3.007439198855507851e+09,9.993637073747282384e-01
3.007939914163090229e+09,9.983341979990270065e-01
3.008440629470672607e+09,9.950409900978089972e-01
3.008941344778254509e+09,9.974976462182998382e-01
3.009442060085836887e+09,1.000839922433489182e+00
3.009942775393419266e+09,1.003004674299252219e+00
3.010443490701001644e+09,1.003519530755707434e+00
3.010944206008583546e+09,1.000087677854323509e+00
3.011444921316165924e+09,1.001682699157212308e+00
3.011945636623748302e+09,1.001713600454227970e+00
3.012446351931330681e+09,9.985147956887479026e-01
3.012947067238912582e+09,9.965050619784131536e-01
3.013447782546494961e+09,9.999643034171428191e-01
3.013948497854077339e+09,9.963796748184975405e-01
3.014449213161659718e+09,9.992657278012325728e-01
3.014949928469241619e+09,1.001123294826336441e+00
3.015450643776823997e+09,9.970683598956587845e-01
3.015951359084406376e+09,9.999744935869360196e-01
3.016452074391988754e+09,1.002391309814500975e+00
3.016952789699570656e+09,1.000635637160807168e+00
3.017453505007153034e+09,1.000958563112708477e+00
3.017954220314735413e+09,1.001728677873259699e+00
3.018454935622317791e+09,1.003382371289422093e+00
3.018955650929899693e+09,1.000220511066839180e+00
3.019456366237482071e+09,1.002377858902836483e+00
3.019957081545064449e+09,9.997916843694577560e-01
3.020457796852646828e+09,9.988288249353028947e-01
3.020958512160228729e+09,1.000551919178035210e+00
3.021459227467811108e+09,9.987117418624950060e-01
3.021959942775393486e+09,9.987781758051030856e-01
3.022460658082975864e+09,9.987099966979757770e-01
3.022961373390557766e+09,9.953356509949432551e-01
3.023462088698140144e+09,1.000138498110600738e+00
3.023962804005722523e+09,9.974008071640185769e-01
3.024463519313304901e+09,9.997148979153075432e-01
3.024964234620886803e+09,1.002830312114614930e+00
3.025464949928469181e+09,9.988892929781452157e-01
3.025965665236051559e+09,9.988481755849515364e-01
3.026466380543633938e+09,1.002660894669865632e+00
3.026967095851215839e+09,1.001026551649538909e+00
3.027467811158798218e+09,1.001887841230161058e+00
3.027968526466380596e+09,9.992250346476292400e-01
3.028469241773962975e+09,1.001432597233487654e+00
3.028969957081544876e+09,9.985648913673702554e-01
3.029470672389127254e+09,9.985860072976695534e-01
3.029971387696709633e+09,1.001131266379598816e+00
3.030472103004292011e+09,9.987427838185141127e-01
3.030972818311874390e+09,1.001474505228872047e+00
3.031473533619456291e+09,1.004724361205675542e+00
3.031974248927038670e+09,9.965693974203840844e-01
3.032474964234621048e+09,9.984379908131583159e-01
3.032975679542202950e+09,1.002183376045639562e+00
3.033476394849785328e+09,9.996535988282708729e-01
3.033977110157367706e+09,1.002266594034151304e+00
3.034477825464950085e+09,9.979249329411831182e-01
3.034978540772532463e+09,1.000608385275758128e+00
3.035479256080114365e+09,9.996452082822494534e-01
3.035979971387696743e+09,1.000227675203042343e+00
3.036480686695279121e+09,1.000609767744695899e+00
3.036981402002861023e+09,9.975081143006464535e-01
3.037482117310443401e+09,9.978004329971342790e-01
3.037982832618025780e+09,1.002747766791014739e+00
3.038483547925608158e+09,1.000536267114971567e+00
3.038984263233190536e+09,1.000163083608291315e+00
3.039484978540772438e+09,9.998627833077813332e-01
3.039985693848354816e+09,1.000664550338659087e+00
3.040486409155937195e+09,9.976401154395988513e-01
3.040987124463519096e+09,9.979544490259683043e-01
3.041487839771101475e+09,1.002562026349129942e+00
3.041988555078683853e+09,1.000256058050759345e+00
3.042489270386266232e+09,1.001654598882441238e+00
3.042989985693848610e+09,9.987431506081422272e-01
3.043490701001430511e+09,1.002708403006310256e+00
3.043991416309012890e+09,1.000645974989642584e+00
3.044492131616595268e+09,1.000918368229010813e+00
3.044992846924177170e+09,1.001053786319231698e+00
3.045493562231759548e+09,9.983627530193626143e-01
3.045994277539341927e+09,9.962257665815574814e-01
3.046494992846924305e+09,9.978080328911405061e-01
3.046995708154506683e+09,1.003219107110463248e+00
3.047496423462088585e+09,1.002559845902956770e+00
3.047997138769670963e+09,9.992650453282683198e-01
3.048497854077253342e+09,9.993559391827201432e-01
3.048998569384835243e+09,1.002032901166322265e+00
3.049499284692417622e+09,9.996232611722871697e-01
3.050000000000000000e+09,9.973619467394294613e-01
